City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,year,month,day_of_week,season,aqi_lag_1,aqi_rolling_3d
Mumbai,2022-06-02,17.79,67.58,,12.13,,,1.09,14.55,25.38,,,,56.8,,2022,6,3,Monsoon,55.9,63.8
Mumbai,2022-06-03,15.15,64.85,,11.89,,,1.16,15.13,19.14,,,,64.7,,2022,6,4,Monsoon,56.8,61.8
Mumbai,2022-06-04,14.4,55.71,,12.81,,,0.86,13.24,14.06,,,,68.7,,2022,6,5,Monsoon,64.7,59.1
Mumbai,2022-06-05,13.68,53.71,,12.27,,,0.88,11.38,17.44,,,,58.7,,2022,6,6,Monsoon,68.7,63.4
Mumbai,2022-06-06,14.58,45.62,,14.07,,,0.93,14.5,18.05,,,,52.1,,2022,6,0,Monsoon,58.7,64.0
Mumbai,2022-06-07,16.94,52.15,,16.31,,,0.77,13.22,20.05,,,,53.3,,2022,6,1,Monsoon,52.1,59.8
Mumbai,2022-06-08,16.08,47.62,,16.94,,,0.63,13.48,17.45,,,,51.1,,2022,6,2,Monsoon,53.3,54.7
Mumbai,2022-06-09,19.93,41.58,,15.53,,,0.62,17.65,20.67,,,,60.6,,2022,6,3,Monsoon,51.1,52.2
Mumbai,2022-06-10,16.88,41.17,,14.43,,,0.85,14.08,19.48,,,,44.2,,2022,6,4,Monsoon,60.6,55.0
Mumbai,2022-06-11,15.19,46.14,,14.0,,,0.85,12.52,22.49,,,,42.9,,2022,6,5,Monsoon,44.2,52.0
Mumbai,2022-06-12,14.38,49.84,,13.39,,,0.71,15.35,19.41,,,,36.5,,2022,6,6,Monsoon,42.9,49.3
Mumbai,2022-06-13,14.28,48.17,,12.07,,,0.79,15.17,15.87,,,,35.1,,2022,6,0,Monsoon,36.5,41.2
Mumbai,2022-06-14,15.34,41.35,,12.37,,,0.99,16.64,19.6,,,,34.6,,2022,6,1,Monsoon,35.1,38.2
Mumbai,2022-06-15,14.53,47.43,,14.22,,,1.01,14.0,18.71,,,,30.9,,2022,6,2,Monsoon,34.6,35.4
Mumbai,2022-06-16,14.49,51.8,,14.48,,,0.97,14.59,21.53,,,,36.3,,2022,6,3,Monsoon,30.9,33.5
Mumbai,2022-06-17,15.57,45.97,,15.04,,,0.97,15.89,24.26,,,,42.0,,2022,6,4,Monsoon,36.3,33.9
Mumbai,2022-06-18,16.61,32.44,,15.25,,,0.81,18.12,20.71,,,,47.2,,2022,6,5,Monsoon,42.0,36.4
Mumbai,2022-06-19,14.34,32.08,,14.6,,,0.87,15.14,18.22,,,,42.8,,2022,6,6,Monsoon,47.2,41.8
Mumbai,2022-06-20,14.98,45.36,,15.71,,,0.69,14.03,22.39,,,,36.8,,2022,6,0,Monsoon,42.8,44.0
Mumbai,2022-06-21,14.53,39.68,,15.87,,,0.71,13.13,22.38,,,,37.8,,2022,6,1,Monsoon,36.8,42.2
Mumbai,2022-06-22,15.64,40.28,,14.35,,,0.74,10.6,21.94,,,,31.5,,2022,6,2,Monsoon,37.8,39.1
Mumbai,2022-06-23,15.51,46.44,,15.49,,,0.71,9.47,25.19,,,,48.4,,2022,6,3,Monsoon,31.5,35.4
Mumbai,2022-06-24,14.2,53.2,,13.4,,,0.7,13.03,29.21,,,,44.5,,2022,6,4,Monsoon,48.4,39.2
Mumbai,2022-06-25,13.63,48.38,,11.45,,,0.76,10.29,29.37,,,,49.0,,2022,6,5,Monsoon,44.5,41.5
Mumbai,2022-06-26,11.94,48.47,,10.8,,,0.87,11.97,27.51,,,,58.6,,2022,6,6,Monsoon,49.0,47.3
Mumbai,2022-06-27,12.81,46.13,,11.98,,,0.78,10.68,24.78,,,,49.5,,2022,6,0,Monsoon,58.6,50.7
Mumbai,2022-06-28,13.97,37.97,,11.36,,,0.55,13.79,25.95,,,,40.4,,2022,6,1,Monsoon,49.5,52.3
Mumbai,2022-06-29,14.57,48.63,,12.12,,,0.63,15.0,24.41,,,,39.9,,2022,6,2,Monsoon,40.4,49.5
Mumbai,2022-06-30,15.72,43.53,,11.47,,,0.7,14.91,17.99,,,,39.5,,2022,6,3,Monsoon,39.9,43.2
Mumbai,2022-07-01,13.5,49.72,,10.57,,,0.71,14.85,17.09,,,,39.3,,2022,7,4,Monsoon,39.5,39.9
Mumbai,2022-07-02,14.12,53.36,,11.3,,,0.61,12.27,17.82,,,,50.7,,2022,7,5,Monsoon,39.3,39.6
Mumbai,2022-07-03,15.29,52.66,,13.18,,,0.77,12.81,19.32,,,,42.9,,2022,7,6,Monsoon,50.7,43.2
Mumbai,2022-07-04,16.24,54.95,,14.46,,,0.82,13.05,19.19,,,,37.0,,2022,7,0,Monsoon,42.9,44.3
Mumbai,2022-07-05,15.12,55.38,,14.87,,,0.91,12.53,20.66,,,,41.6,,2022,7,1,Monsoon,37.0,43.5
Mumbai,2022-07-06,13.63,56.39,,17.36,,,0.85,12.24,21.09,,,,50.0,,2022,7,2,Monsoon,41.6,40.5
Mumbai,2022-07-07,14.64,61.25,,16.87,,,0.86,12.72,22.94,,,,61.7,,2022,7,3,Monsoon,50.0,42.9
Mumbai,2022-07-08,15.76,61.92,,18.73,,,0.76,12.86,22.1,,,,57.2,,2022,7,4,Monsoon,61.7,51.1
Mumbai,2022-07-09,17.66,62.83,,19.21,,,0.86,11.43,18.41,,,,44.2,,2022,7,5,Monsoon,57.2,56.3
Mumbai,2022-07-10,15.51,64.53,,16.11,,,0.94,10.99,19.59,,,,67.5,,2022,7,6,Monsoon,44.2,54.4
Mumbai,2022-07-11,15.06,58.82,,14.39,,,0.79,10.79,16.62,,,,77.4,,2022,7,0,Monsoon,67.5,56.3
Mumbai,2022-07-12,14.83,68.01,,13.56,,,0.73,10.61,16.57,,,,77.9,,2022,7,1,Monsoon,77.4,63.0
Mumbai,2022-07-13,15.39,66.69,,15.48,,,0.66,11.51,16.72,,,,71.7,,2022,7,2,Monsoon,77.9,74.3
Mumbai,2022-07-14,20.11,65.39,,15.34,,,0.66,11.81,18.08,,,,74.2,,2022,7,3,Monsoon,71.7,75.7
Mumbai,2022-07-15,18.0,58.05,,15.04,,,0.58,11.35,17.62,,,,54.3,,2022,7,4,Monsoon,74.2,74.6
Mumbai,2022-07-16,14.57,50.14,,15.59,,,0.5,11.94,20.26,,,,41.6,,2022,7,5,Monsoon,54.3,66.7
Mumbai,2022-07-17,15.08,50.95,,15.6,,,0.41,10.56,18.12,,,,46.7,,2022,7,6,Monsoon,41.6,56.7
Mumbai,2022-07-18,17.47,47.5,,15.18,,,0.55,10.25,15.46,,,,57.1,,2022,7,0,Monsoon,46.7,47.5
Mumbai,2022-07-19,16.36,53.53,,14.76,,,0.75,10.67,17.05,,,,54.9,,2022,7,1,Monsoon,57.1,48.5
Mumbai,2022-07-20,14.51,51.28,,13.6,,,0.89,10.33,20.8,,,,41.4,,2022,7,2,Monsoon,54.9,52.9
Mumbai,2022-07-21,14.95,50.74,,15.58,,,0.87,10.69,19.11,,,,30.9,,2022,7,3,Monsoon,41.4,51.1
Mumbai,2022-07-22,15.74,53.24,,15.71,,,0.83,10.44,20.49,,,,45.5,,2022,7,4,Monsoon,30.9,42.4
Mumbai,2022-07-23,13.18,49.17,,13.38,,,0.89,10.49,19.12,,,,39.7,,2022,7,5,Monsoon,45.5,39.3
Mumbai,2022-07-24,12.68,59.02,,14.79,,,0.87,10.88,18.66,,,,37.8,,2022,7,6,Monsoon,39.7,38.7
Mumbai,2022-07-25,11.75,54.71,,13.69,,,0.84,10.55,18.88,,,,37.4,,2022,7,0,Monsoon,37.8,41.0
Mumbai,2022-07-26,13.29,53.52,,14.29,,,0.9,10.25,18.2,,,,54.6,,2022,7,1,Monsoon,37.4,38.3
Mumbai,2022-07-27,13.3,53.14,,15.12,,,0.96,11.08,21.49,,,,57.2,,2022,7,2,Monsoon,54.6,43.3
Mumbai,2022-07-28,13.53,51.05,,14.83,,,0.78,12.07,19.44,,,,50.9,,2022,7,3,Monsoon,57.2,49.7
Mumbai,2022-07-29,12.62,50.2,,16.84,,,0.83,11.53,16.75,,,,39.8,,2022,7,4,Monsoon,50.9,54.2
Mumbai,2022-07-30,14.06,56.98,,15.94,,,0.85,10.87,12.95,,,,46.2,,2022,7,5,Monsoon,39.8,49.3
Mumbai,2022-07-31,12.28,57.67,,12.62,,,0.81,10.22,13.44,,,,45.5,,2022,7,6,Monsoon,46.2,45.7
Mumbai,2022-08-01,16.44,56.98,,12.19,,,0.84,11.23,18.76,,,,40.7,,2022,8,0,Monsoon,45.5,43.8
Mumbai,2022-08-02,10.31,53.49,,11.75,,,0.77,10.73,21.52,,,,50.7,,2022,8,1,Monsoon,40.7,44.1
Mumbai,2022-08-03,15.6,57.25,,11.7,,,0.93,10.91,16.62,,,,61.8,,2022,8,2,Monsoon,50.7,45.6
Mumbai,2022-08-04,13.73,57.81,,14.56,,,1.1,11.12,18.5,,,,44.8,,2022,8,3,Monsoon,61.8,51.1
Mumbai,2022-08-05,15.98,56.57,,16.74,,,1.01,11.78,22.62,,,,48.4,,2022,8,4,Monsoon,44.8,52.4
Mumbai,2022-08-06,20.63,53.51,,14.93,,,0.84,11.89,24.41,,,,46.9,,2022,8,5,Monsoon,48.4,51.7
Mumbai,2022-08-07,18.8,61.22,,18.0,,,0.87,12.07,21.31,,,,52.3,,2022,8,6,Monsoon,46.9,46.7
Mumbai,2022-08-08,19.86,60.06,,17.96,,,0.88,11.44,20.66,,,,58.6,,2022,8,0,Monsoon,52.3,49.2
Mumbai,2022-08-09,13.89,63.32,,14.82,,,0.9,10.53,24.43,,,,74.6,,2022,8,1,Monsoon,58.6,52.6
Mumbai,2022-08-10,15.93,60.6,,16.1,,,1.1,11.92,24.03,,,,70.9,,2022,8,2,Monsoon,74.6,61.8
Mumbai,2022-08-11,16.31,58.65,,20.67,,,0.8,10.95,25.75,,,,73.3,,2022,8,3,Monsoon,70.9,68.0
Mumbai,2022-08-12,17.31,59.44,,21.15,,,0.86,11.09,27.74,,,,49.7,,2022,8,4,Monsoon,73.3,72.9
Mumbai,2022-08-13,17.19,51.22,,19.23,,,0.92,10.42,27.16,,,,52.0,,2022,8,5,Monsoon,49.7,64.6
Mumbai,2022-08-14,16.34,54.94,,14.53,,,0.99,9.68,24.1,,,,33.8,,2022,8,6,Monsoon,52.0,58.3
Mumbai,2022-08-15,20.48,59.02,,17.07,,,1.08,10.25,29.5,,,,53.9,,2022,8,0,Monsoon,33.8,45.2
Mumbai,2022-08-16,21.24,58.37,,16.26,,,1.04,9.61,30.35,,,,50.6,,2022,8,1,Monsoon,53.9,46.6
Mumbai,2022-08-17,21.52,56.37,,18.53,,,0.88,9.48,27.66,,,,57.3,,2022,8,2,Monsoon,50.6,46.1
Mumbai,2022-08-18,17.17,59.85,,14.46,,,0.74,9.87,16.58,,,,58.8,,2022,8,3,Monsoon,57.3,53.9
Mumbai,2022-08-19,16.85,53.66,,14.31,,,0.74,10.63,18.87,,,,51.4,,2022,8,4,Monsoon,58.8,55.6
Mumbai,2022-08-20,15.11,50.84,,13.48,,,0.66,9.93,18.94,,,,44.0,,2022,8,5,Monsoon,51.4,55.8
Mumbai,2022-08-21,12.73,53.71,,17.05,,,0.71,10.03,17.75,,,,54.3,,2022,8,6,Monsoon,44.0,51.4
Mumbai,2022-08-22,18.87,53.93,,15.98,,,0.77,10.66,18.45,,,,55.8,,2022,8,0,Monsoon,54.3,49.9
Mumbai,2022-08-23,20.81,51.92,,22.06,,,0.72,9.68,21.79,,,,70.1,,2022,8,1,Monsoon,55.8,51.4
Mumbai,2022-08-24,18.23,49.65,,21.6,,,0.82,10.0,22.76,,,,53.1,,2022,8,2,Monsoon,70.1,60.1
Mumbai,2022-08-25,24.01,41.64,,24.11,,,0.76,11.08,31.04,,,,35.9,,2022,8,3,Monsoon,53.1,59.7
Mumbai,2022-08-26,24.33,39.45,,19.19,,,0.72,10.24,29.1,,,,29.5,,2022,8,4,Monsoon,35.9,53.0
Mumbai,2022-08-27,16.25,45.26,,18.15,,,0.76,10.54,30.84,,,,33.4,,2022,8,5,Monsoon,29.5,39.5
Mumbai,2022-08-28,18.81,44.75,,15.77,,,0.88,11.45,30.47,,,,29.0,,2022,8,6,Monsoon,33.4,32.9
Mumbai,2022-08-29,15.89,53.26,,19.11,,,1.08,11.29,30.49,,,,27.7,,2022,8,0,Monsoon,29.0,30.6
Mumbai,2022-08-30,15.77,54.22,,18.66,,,0.91,12.16,23.45,,,,41.0,,2022,8,1,Monsoon,27.7,30.1
Mumbai,2022-08-31,15.09,63.21,,20.27,,,0.99,11.4,27.0,,,,52.4,,2022,8,2,Monsoon,41.0,32.6
Mumbai,2022-09-01,16.71,62.96,,16.31,,,0.55,12.85,24.28,,,,41.3,,2022,9,3,Monsoon,52.4,40.4
Mumbai,2022-09-02,16.74,59.8,,15.44,,,0.75,10.56,32.89,,,,43.5,,2022,9,4,Monsoon,41.3,44.9
Mumbai,2022-09-03,20.1,65.79,,12.98,,,0.65,10.56,25.93,,,,63.4,,2022,9,5,Monsoon,43.5,45.8
Mumbai,2022-09-04,20.31,65.34,,14.88,,,0.84,9.96,29.86,,,,64.1,,2022,9,6,Monsoon,63.4,49.4
Mumbai,2022-09-05,21.74,54.29,,18.09,,,0.96,11.94,20.59,,,,71.1,,2022,9,0,Monsoon,64.1,57.0
Mumbai,2022-09-06,18.82,56.97,,20.64,,,0.75,13.02,22.41,,,,63.6,,2022,9,1,Monsoon,71.1,66.2
Mumbai,2022-09-07,23.31,59.15,,23.23,,,0.84,13.29,23.91,,,,71.6,,2022,9,2,Monsoon,63.6,66.3
Mumbai,2022-09-08,18.91,63.28,,21.0,,,1.04,12.38,20.47,,,,68.8,,2022,9,3,Monsoon,71.6,68.8
Mumbai,2022-09-09,18.2,46.13,,21.64,,,0.78,12.55,18.99,,,,43.4,,2022,9,4,Monsoon,68.8,68.0
Mumbai,2022-09-10,20.44,56.2,,22.18,,,0.77,12.99,22.45,,,,46.2,,2022,9,5,Monsoon,43.4,61.3
Mumbai,2022-09-11,20.43,60.13,,23.15,,,0.65,12.19,21.69,,,,47.6,,2022,9,6,Monsoon,46.2,52.8
Mumbai,2022-09-12,21.27,63.47,,18.54,,,0.65,11.79,27.77,,,,49.8,,2022,9,0,Monsoon,47.6,45.7
Mumbai,2022-09-13,19.67,63.85,,18.02,,,1.02,12.06,33.92,,,,49.6,,2022,9,1,Monsoon,49.8,47.9
Mumbai,2022-09-14,19.52,57.07,,15.18,,,1.35,13.06,28.78,,,,43.8,,2022,9,2,Monsoon,49.6,49.0
Mumbai,2022-09-15,19.19,56.94,,14.82,,,1.37,12.53,27.78,,,,56.9,,2022,9,3,Monsoon,43.8,47.7
Mumbai,2022-09-16,20.67,49.72,,15.64,,,1.1,12.74,21.47,,,,42.5,,2022,9,4,Monsoon,56.9,50.1
Mumbai,2022-09-17,21.46,47.87,,18.91,,,0.72,11.63,21.28,,,,55.9,,2022,9,5,Monsoon,42.5,47.7
Mumbai,2022-09-18,20.69,40.56,,15.76,,,0.69,12.56,28.02,,,,53.4,,2022,9,6,Monsoon,55.9,51.8
Mumbai,2022-09-19,18.61,52.78,,15.59,,,0.7,11.42,29.91,,,,60.1,,2022,9,0,Monsoon,53.4,50.6
Mumbai,2022-09-20,18.26,42.28,,14.29,,,0.64,10.98,29.08,,,,66.8,,2022,9,1,Monsoon,60.1,56.5
Mumbai,2022-09-21,21.23,39.95,,15.07,,,0.83,11.15,33.89,,,,50.7,,2022,9,2,Monsoon,66.8,60.1
Mumbai,2022-09-22,25.14,58.08,,16.23,,,0.85,11.35,30.83,,,,48.5,,2022,9,3,Monsoon,50.7,59.2
Mumbai,2022-09-23,25.93,47.67,,16.63,,,1.03,12.04,37.59,,,,35.9,,2022,9,4,Monsoon,48.5,55.3
Mumbai,2022-09-24,21.76,34.99,,15.24,,,0.93,10.48,31.36,,,,38.4,,2022,9,5,Monsoon,35.9,45.0
Mumbai,2022-09-25,19.99,43.38,,16.64,,,0.71,10.05,30.64,,,,51.8,,2022,9,6,Monsoon,38.4,40.9
Mumbai,2022-09-26,27.01,53.21,,20.65,,,0.86,11.3,28.92,,,,49.4,,2022,9,0,Monsoon,51.8,42.0
Mumbai,2022-09-27,26.4,50.75,,20.23,,,0.98,10.82,23.41,,,,48.2,,2022,9,1,Monsoon,49.4,46.5
Mumbai,2022-09-28,25.73,55.87,,21.69,,,1.06,11.26,21.77,,,,33.3,,2022,9,2,Monsoon,48.2,49.8
Mumbai,2022-09-29,25.37,57.46,,23.09,,,0.84,11.71,22.32,,,,47.7,,2022,9,3,Monsoon,33.3,43.6
Mumbai,2022-09-30,24.99,55.78,,18.97,,,0.97,11.2,16.23,,,,46.2,,2022,9,4,Monsoon,47.7,43.1
Mumbai,2022-10-01,29.34,79.23,,21.95,,,1.14,13.11,16.68,,,,51.3,,2022,10,5,Post-Monsoon,46.2,42.4
Mumbai,2022-10-02,28.93,89.19,,21.67,,,1.21,12.87,29.31,,,,68.2,,2022,10,6,Post-Monsoon,51.3,48.4
Mumbai,2022-10-03,30.33,94.32,,26.22,,,1.05,14.23,25.73,,,,66.9,,2022,10,0,Post-Monsoon,68.2,55.2
Mumbai,2022-10-04,38.62,108.08,,25.3,,,1.2,13.74,28.32,,,,71.4,,2022,10,1,Post-Monsoon,66.9,62.1
Mumbai,2022-10-05,38.37,91.45,,27.93,,,1.02,12.2,31.79,,,,65.8,,2022,10,2,Post-Monsoon,71.4,68.8
Mumbai,2022-10-06,37.37,94.96,,28.63,,,1.44,12.88,31.88,,,,83.2,,2022,10,3,Post-Monsoon,65.8,68.0
Mumbai,2022-10-07,39.32,116.74,,29.73,,,1.54,13.61,30.65,,,,89.8,,2022,10,4,Post-Monsoon,83.2,73.5
Mumbai,2022-10-08,34.18,100.38,,31.41,,,1.37,12.31,29.78,,,,89.5,,2022,10,5,Post-Monsoon,89.8,79.6
Mumbai,2022-10-09,36.47,92.94,,29.75,,,1.55,14.03,28.36,,,,92.1,,2022,10,6,Post-Monsoon,89.5,87.5
Mumbai,2022-10-10,33.98,88.52,,26.67,,,1.39,14.26,22.11,,,,84.0,,2022,10,0,Post-Monsoon,92.1,90.5
Mumbai,2022-10-11,30.42,104.97,,25.71,,,1.33,15.54,19.67,,,,97.6,,2022,10,1,Post-Monsoon,84.0,88.5
Mumbai,2022-10-12,34.17,120.95,,25.25,,,1.53,14.81,29.02,,,,103.3,,2022,10,2,Post-Monsoon,97.6,91.2
Mumbai,2022-10-13,47.44,110.89,,23.58,,,1.46,13.72,37.62,,,,100.4,,2022,10,3,Post-Monsoon,103.3,95.0
Mumbai,2022-10-14,50.16,111.09,,26.49,,,1.52,14.54,39.41,,,,95.7,,2022,10,4,Post-Monsoon,100.4,100.5
Mumbai,2022-10-15,43.72,107.63,,29.1,,,1.14,12.54,34.63,,,,104.4,,2022,10,5,Post-Monsoon,95.7,99.8
Mumbai,2022-10-16,41.56,91.05,,27.63,,,1.31,11.03,31.3,,,,94.8,,2022,10,6,Post-Monsoon,104.4,100.2
Mumbai,2022-10-17,42.54,96.04,,26.36,,,1.48,13.5,22.77,,,,89.6,,2022,10,0,Post-Monsoon,94.8,98.3
Mumbai,2022-10-18,38.15,85.38,,27.37,,,1.45,13.51,22.7,,,,87.5,,2022,10,1,Post-Monsoon,89.6,96.3
Mumbai,2022-10-19,41.16,110.88,,26.81,,,1.37,12.39,30.18,,,,86.2,,2022,10,2,Post-Monsoon,87.5,90.6
Mumbai,2022-10-20,35.91,99.9,,25.85,,,1.43,12.06,30.45,,,,94.0,,2022,10,3,Post-Monsoon,86.2,87.8
Mumbai,2022-10-21,35.95,105.11,,25.29,,,1.36,11.8,22.99,,,,108.5,,2022,10,4,Post-Monsoon,94.0,89.2
Mumbai,2022-10-22,36.81,92.94,,24.38,,,1.57,9.76,31.89,,,,99.4,,2022,10,5,Post-Monsoon,108.5,96.3
Mumbai,2022-10-23,37.97,80.58,,22.39,,,1.46,9.27,36.31,,,,85.6,,2022,10,6,Post-Monsoon,99.4,100.7
Mumbai,2022-10-24,39.94,96.53,,21.12,,,1.64,13.24,37.37,,,,93.5,,2022,10,0,Post-Monsoon,85.6,97.9
Mumbai,2022-10-25,43.3,100.42,,25.48,,,1.64,13.3,42.07,,,,70.7,,2022,10,1,Post-Monsoon,93.5,92.9
Mumbai,2022-10-26,43.71,107.02,,22.99,,,1.45,14.15,40.53,,,,80.2,,2022,10,2,Post-Monsoon,70.7,83.3
Mumbai,2022-10-27,39.35,114.95,,23.56,,,1.66,14.69,33.02,,,,89.6,,2022,10,3,Post-Monsoon,80.2,81.5
Mumbai,2022-10-28,38.02,107.06,,28.3,,,1.63,15.24,35.29,,,,95.7,,2022,10,4,Post-Monsoon,89.6,80.2
Mumbai,2022-10-29,31.59,123.38,,24.49,,,1.62,16.58,34.16,,,,99.4,,2022,10,5,Post-Monsoon,95.7,88.5
Mumbai,2022-10-30,42.2,118.02,,24.53,,,1.42,14.97,32.78,,,,94.7,,2022,10,6,Post-Monsoon,99.4,94.9
Mumbai,2022-10-31,43.8,105.54,,26.97,,,1.42,16.0,35.4,,,,99.8,,2022,10,0,Post-Monsoon,94.7,96.6
Mumbai,2022-11-01,40.74,137.25,,31.64,,,1.66,17.79,25.81,,,,104.1,,2022,11,1,Post-Monsoon,99.8,98.0
Mumbai,2022-11-02,53.01,137.81,,37.09,,,1.93,17.93,31.57,,,,123.4,,2022,11,2,Post-Monsoon,104.1,99.5
Mumbai,2022-11-03,49.71,135.89,,37.35,,,1.78,18.52,33.73,,,,117.3,,2022,11,3,Post-Monsoon,123.4,109.1
Mumbai,2022-11-04,50.78,136.06,,33.87,,,1.76,14.32,23.44,,,,117.8,,2022,11,4,Post-Monsoon,117.3,115.0
Mumbai,2022-11-05,50.29,138.97,,33.87,,,1.86,17.69,21.4,,,,118.5,,2022,11,5,Post-Monsoon,117.8,119.5
Mumbai,2022-11-06,61.76,125.98,,35.46,,,1.63,19.6,32.21,,,,109.1,,2022,11,6,Post-Monsoon,118.5,117.9
Mumbai,2022-11-07,43.59,144.49,,38.93,,,1.42,19.81,30.54,,,,126.7,,2022,11,0,Post-Monsoon,109.1,115.2
Mumbai,2022-11-08,51.16,140.36,,40.63,,,1.66,21.65,31.93,,,,115.3,,2022,11,1,Post-Monsoon,126.7,118.1
Mumbai,2022-11-09,58.22,127.99,,38.14,,,1.85,22.52,36.8,,,,105.4,,2022,11,2,Post-Monsoon,115.3,117.1
Mumbai,2022-11-10,70.24,143.4,,38.78,,,1.8,19.97,35.99,,,,132.5,,2022,11,3,Post-Monsoon,105.4,115.8
Mumbai,2022-11-11,64.59,128.24,,44.03,,,1.92,18.22,40.77,,,,125.2,,2022,11,4,Post-Monsoon,132.5,117.7
Mumbai,2022-11-12,55.58,126.8,,39.2,,,1.95,17.51,47.54,,,,112.1,,2022,11,5,Post-Monsoon,125.2,121.0
Mumbai,2022-11-13,54.19,120.14,,39.76,,,1.61,14.5,36.24,,,,99.0,,2022,11,6,Post-Monsoon,112.1,123.3
Mumbai,2022-11-14,52.46,146.01,,41.49,,,1.92,15.74,39.59,,,,115.8,,2022,11,0,Post-Monsoon,99.0,112.1
Mumbai,2022-11-15,52.49,135.1,,38.38,,,1.77,15.41,41.59,,,,117.8,,2022,11,1,Post-Monsoon,115.8,108.9
Mumbai,2022-11-16,53.18,124.72,,40.73,,,1.81,15.38,32.49,,,,118.3,,2022,11,2,Post-Monsoon,117.8,110.9
Mumbai,2022-11-17,60.52,136.36,,40.73,,,1.5,17.76,34.98,,,,118.5,,2022,11,3,Post-Monsoon,118.3,117.3
Mumbai,2022-11-18,67.07,112.22,,38.53,,,1.05,20.73,40.76,,,,105.9,,2022,11,4,Post-Monsoon,118.5,118.2
Mumbai,2022-11-19,64.79,133.94,,39.37,,,1.12,21.63,37.96,,,,118.1,,2022,11,5,Post-Monsoon,105.9,114.2
Mumbai,2022-11-20,59.01,138.26,,42.2,,,0.94,21.25,36.23,,,,122.9,,2022,11,6,Post-Monsoon,118.1,114.2
Mumbai,2022-11-21,58.17,138.67,,42.94,,,1.15,19.12,32.38,,,,119.8,,2022,11,0,Post-Monsoon,122.9,115.6
Mumbai,2022-11-22,49.68,139.39,,42.18,,,1.71,17.07,34.18,,,,124.4,,2022,11,1,Post-Monsoon,119.8,120.2
Mumbai,2022-11-23,49.66,133.48,,43.01,,,1.7,16.74,40.21,,,,118.5,,2022,11,2,Post-Monsoon,124.4,122.3
Mumbai,2022-11-24,45.36,116.28,,46.39,,,1.83,18.67,38.4,,,,102.3,,2022,11,3,Post-Monsoon,118.5,120.9
Mumbai,2022-11-25,49.06,122.32,,42.02,,,1.41,15.84,42.26,,,,95.8,,2022,11,4,Post-Monsoon,102.3,115.1
Mumbai,2022-11-26,53.42,118.75,,42.4,,,1.41,16.58,41.2,,,,99.3,,2022,11,5,Post-Monsoon,95.8,105.5
Mumbai,2022-11-27,50.53,132.98,,40.06,,,1.16,16.34,41.17,,,,102.6,,2022,11,6,Post-Monsoon,99.3,99.1
Mumbai,2022-11-28,51.22,124.21,,40.48,,,1.48,13.41,40.85,,,,102.5,,2022,11,0,Post-Monsoon,102.6,99.2
Mumbai,2022-11-29,45.03,133.79,,39.45,,,1.65,17.15,47.89,,,,110.8,,2022,11,1,Post-Monsoon,102.5,101.5
Mumbai,2022-11-30,57.26,140.37,,39.25,,,1.49,17.67,54.93,,,,116.2,,2022,11,2,Post-Monsoon,110.8,105.3
Mumbai,2022-12-01,63.08,149.29,,38.44,,,1.38,19.45,46.24,,,,122.1,,2022,12,3,Winter,116.2,109.8
Mumbai,2022-12-02,60.86,163.13,,40.96,,,1.49,13.36,46.27,,,,128.6,,2022,12,4,Winter,122.1,116.4
Mumbai,2022-12-03,57.0,156.28,,40.36,,,1.33,12.52,43.88,,,,140.7,,2022,12,5,Winter,128.6,122.3
Mumbai,2022-12-04,62.85,140.69,,43.87,,,1.61,14.76,38.85,,,,134.6,,2022,12,6,Winter,140.7,130.5
Mumbai,2022-12-05,69.21,143.22,,47.26,,,1.48,15.41,37.34,,,,142.3,,2022,12,0,Winter,134.6,134.6
Mumbai,2022-12-06,66.14,140.47,,48.74,,,1.33,15.83,37.11,,,,129.4,,2022,12,1,Winter,142.3,139.2
Mumbai,2022-12-07,65.78,163.99,,47.39,,,1.75,14.74,41.39,,,,142.5,,2022,12,2,Winter,129.4,135.4
Mumbai,2022-12-08,64.66,170.14,,50.5,,,1.44,15.67,41.31,,,,160.6,,2022,12,3,Winter,142.5,138.1
Mumbai,2022-12-09,68.79,163.39,,48.8,,,1.38,15.79,41.2,,,,166.7,,2022,12,4,Winter,160.6,144.2
Mumbai,2022-12-10,74.51,151.99,,51.7,,,1.52,16.87,41.45,,,,147.3,,2022,12,5,Winter,166.7,156.6
Mumbai,2022-12-11,70.25,155.45,,44.77,,,1.56,14.69,37.78,,,,150.9,,2022,12,6,Winter,147.3,158.2
Mumbai,2022-12-12,67.93,158.1,,47.05,,,1.55,14.64,36.89,,,,147.3,,2022,12,0,Winter,150.9,155.0
Mumbai,2022-12-13,65.47,156.62,,50.03,,,1.5,13.56,40.08,,,,128.2,,2022,12,1,Winter,147.3,148.5
Mumbai,2022-12-14,76.84,164.34,,43.85,,,1.55,11.31,37.0,,,,143.7,,2022,12,2,Winter,128.2,142.1
Mumbai,2022-12-15,77.5,163.05,,43.27,,,1.69,15.76,40.42,,,,154.5,,2022,12,3,Winter,143.7,139.7
Mumbai,2022-12-16,71.43,170.17,,43.97,,,1.65,16.64,34.84,,,,161.6,,2022,12,4,Winter,154.5,142.2
Mumbai,2022-12-17,61.71,154.94,,42.42,,,1.42,13.09,36.73,,,,150.0,,2022,12,5,Winter,161.6,153.3
